Piezómetros,,,,,,,,,,,,,,,,,
Cod. Piezómetro,Profundidad obra (m),Provincia,Municipio,Fecha Nivel,Nº Medidas,Nombre,Demarcación Hidrográfica,Masa de agua subterránea sobre la que se sitúa el piezómetro,Unidad Hidrogeológica,Cota terreno (msnm),Profundidad (m),Coordenada X (ETRS89),Coordenada Y (ETRS89),Descripción,Fecha,Nivel,Cota
06.15.002,20,Almería,Adra,14-02-2007,91,La Algaida,CUENCAS MEDITERRANEAS ANDALUZAS,DELTA DEL ADRA,Delta del Adra,12,20,501.610,4.067.014,La Algaida,14-02-2007,"9,85","1,81"
06.15.002,20,Almería,Adra,14-02-2007,91,La Algaida,CUENCAS MEDITERRANEAS ANDALUZAS,DELTA DEL ADRA,Delta del Adra,12,20,501.610,4.067.014,La Algaida,05-03-2007,"10,08","1,58"
06.15.002,20,Almería,Adra,14-02-2007,91,La Algaida,CUENCAS MEDITERRANEAS ANDALUZAS,DELTA DEL ADRA,Delta del Adra,12,20,501.610,4.067.014,La Algaida,11-04-2007,"10,31","1,35"
06.15.002,20,Almería,Adra,14-02-2007,91,La Algaida,CUENCAS MEDITERRANEAS ANDALUZAS,DELTA DEL ADRA,Delta del Adra,12,20,501.610,4.067.014,La Algaida,04-05-2007,"10,42","1,24"
06.15.002,20,Almería,Adra,14-02-2007,91,La Algaida,CUENCAS MEDITERRANEAS ANDALUZAS,DELTA DEL ADRA,Delta del Adra,12,20,501.610,4.067.014,La Algaida,11-06-2007,"10,69",",97"
06.15.002,20,Almería,Adra,14-02-2007,91,La Algaida,CUENCAS MEDITERRANEAS ANDALUZAS,DELTA DEL ADRA,Delta del Adra,12,20,501.610,4.067.014,La Algaida,11-07-2007,"10,68",",98"
06.15.002,20,Almería,Adra,14-02-2007,91,La Algaida,CUENCAS MEDITERRANEAS ANDALUZAS,DELTA DEL ADRA,Delta del Adra,12,20,501.610,4.067.014,La Algaida,07-08-2007,"10,68",",98"
06.15.002,20,Almería,Adra,14-02-2007,91,La Algaida,CUENCAS MEDITERRANEAS ANDALUZAS,DELTA DEL ADRA,Delta del Adra,12,20,501.610,4.067.014,La Algaida,11-09-2007,"10,74",",92"
06.15.002,20,Almería,Adra,14-02-2007,91,La Algaida,CUENCAS MEDITERRANEAS ANDALUZAS,DELTA DEL ADRA,Delta del Adra,12,20,501.610,4.067.014,La Algaida,04-10-2007,"10,73",",93"
06.15.002,20,Almería,Adra,14-02-2007,91,La Algaida,CUENCAS MEDITERRANEAS ANDALUZAS,DELTA DEL ADRA,Delta del Adra,12,20,501.610,4.067.014,La Algaida,13-11-2007,"10,67",",99"
